
Positions 
14:10:50,14:10:54,MosaicfromSynagogue
14:10:54,14:11:06,BronzeTools
14:11:06,14:14:05,MaterialCultures
14:14:05,14:14:52,DuckBoxIvories
14:14:52,14:14:57,CanaaniteStelae
14:14:57,14:16:05,IvoryWomanPhoenician
14:16:05,14:16:24,SymbolsJewishMenorah
14:16:24,14:16:32,JerusalemPhoto
14:16:32,14:16:34,SymbolsJewishMenorah
14:16:34,14:16:43,EntranceReubenHecht
14:16:43,14:17:41,SymbolsJewishMenorah

presentations 
14:15:07,14:15:22,IvoryWomanPhoenician,155,User
14:16:53,14:17:36,SymbolsJewishMenorah,131,System,5

events 
14:14:11,chosenExhibit,49
14:14:11,return from screen
14:15:03,return from screen
14:15:03,chosenExhibit,51
14:15:27,chosenExhibit,51
14:15:27,return from screen
