
Positions 
11:11:47,11:12:09,SymbolsJewishMenorah
11:12:09,11:12:11,EntranceReubenHecht
11:12:11,11:13:06,SymbolsJewishMenorah
11:13:06,11:13:08,EntranceReubenHecht
11:13:08,11:13:53,SymbolsJewishMenorah
11:14:02,11:14:09,JerusalemPhoto
11:14:09,11:14:14,PersianCult
11:14:14,11:14:21,JerusalemPhoto
11:14:21,11:14:24,PersianCult
11:14:24,11:14:27,JerusalemPhoto
11:14:27,11:14:41,PersianCult
11:14:41,11:14:50,JerusalemPhoto
11:15:59,11:16:05,PersianCult
11:16:52,11:18:30,PersianCult
11:20:05,11:21:24,PersianCult
11:21:32,11:21:39,JerusalemPhoto
11:21:42,11:21:51,MaterialCultures
11:21:54,11:22:01,Phoenicians
11:22:47,11:22:54,BuildingMethodsAndFacilities
11:23:41,11:23:52,CraftsAndArts
11:23:53,11:24:01,GlassOvenVessels
11:24:01,11:24:08,PhoenicianWriting1
11:25:10,11:25:24,GlassOvenVessels
11:25:24,11:26:54,MosaicfromSynagogue
11:28:49,11:29:11,ShipFront
11:29:22,11:29:28,ShipBack
11:31:20,11:31:29,ShipFront
11:34:42,11:34:48,EntranceGallileeRebellion
11:34:54,11:35:02,DuckBoxIvories
11:36:38,11:36:44,RomanDivinitiesStatuettes
11:38:06,11:38:11,MuseumMotto
11:49:09,11:49:15,SymbolsJewishMenorah
11:49:18,11:49:48,EntranceReubenHecht

presentations 
11:12:23,11:13:06,SymbolsJewishMenorah,131,System,3,3
11:16:52,11:18:30,PersianCult,314,System,3,3
11:20:05,11:21:24,PersianCult,311,System,3,3
11:25:49,11:26:54,MosaicfromSynagogue,148,System,3,3

events 
11:12:08,chosenExhibit,41
11:12:13,chosenExhibit,41
11:14:23,chosenExhibit,93
11:14:33,chosenExhibit,93
11:15:02,chosenExhibit,44
11:15:03,return from screen
11:16:50,chosenExhibit,93
11:16:50,return from screen
11:19:56,chosenExhibit,92
11:25:37,chosenExhibit,67
