
Positions 
14:03:39,14:04:06,EntranceReubenHecht
14:05:02,14:05:26,EntranceReubenHecht
14:05:47,14:06:54,SymbolsJewishMenorah
14:06:58,14:07:21,PersianCult
14:07:30,14:07:36,JerusalemPhoto
14:08:08,14:10:29,MaterialCultures
14:10:29,14:10:36,GlassOvenVessels
14:10:36,14:10:40,Phoenicians
14:13:21,14:13:24,BronzeTools
14:13:37,14:13:40,MosaicfromSynagogue
14:15:12,14:15:14,WoodenTools
14:15:14,14:15:19,PhoenicianWriting1
14:15:51,14:15:55,WoodenTools
14:16:05,14:16:14,PhoenicianWriting1
14:16:14,14:16:25,WoodenTools
14:17:29,14:17:46,PhoenicianWriting1
14:17:50,14:18:20,WoodenTools
14:18:20,14:18:22,PhoenicianWriting1
14:18:22,14:18:32,WoodenTools
14:20:54,14:20:57,ShipEntrance
14:21:03,14:22:40,ShipFront
14:22:40,14:22:47,Pottery
14:22:47,14:22:50,ShipBack
14:22:50,14:22:59,ShipFront
14:23:07,14:23:09,ShipEntrance
14:24:12,14:24:19,ShipFront
14:27:31,14:27:41,EntranceGallileeRebellion
14:27:41,14:27:46,DuckBoxIvories
14:34:32,14:35:08,Coins
14:35:08,14:35:11,SevenSpecies

presentations 
14:05:02,14:05:14,EntranceReubenHecht,129,User,5,2
14:05:19,14:05:26,EntranceReubenHecht,129,User,5,2
14:06:08,14:06:54,SymbolsJewishMenorah,132,System,5,2
14:09:24,14:10:29,MaterialCultures,165,System,5,2
14:21:33,14:22:40,ShipFront,52,System

events 
14:04:41,chosenExhibit,40
14:05:58,chosenExhibit,41
14:09:17,chosenExhibit,91
14:21:30,chosenExhibit,1
14:54:43,return from screen
