
Positions 
15:05:36,15:07:18,EntranceReubenHecht
15:07:18,15:10:32,SymbolsJewishMenorah
15:11:54,15:12:02,JerusalemPhoto
15:13:20,15:14:19,JerusalemPhoto

presentations 
15:07:30,15:08:00,SymbolsJewishMenorah,130,User,5,-5
15:09:46,15:10:32,SymbolsJewishMenorah,130,System,5,-5
15:13:20,15:14:19,JerusalemPhoto,137,System,5,-5

events 
15:06:00,chosenExhibit,40
15:06:34,open map
15:06:44,open map
15:06:51,open map
15:06:51,open map
15:06:53,return from screen
15:07:24,chosenExhibit,41
15:07:24,return from screen
15:13:16,chosenExhibit,44
15:13:16,return from screen
15:16:09,open map
15:18:58,lookTour
15:19:05,return from screen
15:26:12,getDirections
15:26:12,open map
15:26:22,lookTour
15:36:29,return from screen
15:37:04,return from screen
