
Positions 
13:11:36,13:11:41,EntranceReubenHecht
13:12:08,13:12:12,SymbolsJewishMenorah
13:12:12,13:13:17,EntranceReubenHecht
13:13:17,13:14:25,SymbolsJewishMenorah
13:14:25,13:14:32,PersianCult
13:14:38,13:15:19,SymbolsJewishMenorah
13:15:41,13:15:43,JerusalemPhoto
13:15:43,13:19:46,PersianCult
13:20:14,13:20:16,SymbolsJewishMenorah
13:20:18,13:20:23,EntranceReubenHecht
13:20:23,13:21:45,SymbolsJewishMenorah
13:21:56,13:22:10,EntranceReubenHecht
13:23:38,13:23:47,SymbolsJewishMenorah
13:23:47,13:24:13,JerusalemPhoto
13:24:23,13:24:26,PersianCult
13:24:26,13:25:34,JerusalemPhoto
13:25:49,13:26:12,MaterialCultures
13:27:15,13:27:21,PersianCult
13:27:22,13:27:36,SymbolsJewishMenorah
13:27:36,13:29:02,EntranceReubenHecht
13:29:46,13:29:53,PersianCult
13:29:53,13:29:55,JerusalemPhoto
13:30:02,13:31:51,MaterialCultures
13:34:03,13:37:31,ClayAmphorae
13:38:48,13:38:52,RomanDivinitiesStatuettes
13:38:53,13:41:22,JewishCoffins
13:41:25,13:41:32,MenorahJewishEpigraphy
13:41:32,13:41:37,JewishCoffins
13:41:37,13:41:48,MenorahJewishEpigraphy
13:41:53,13:41:56,Anthropoids
13:42:08,13:42:16,JewishCoffins
13:43:07,13:43:24,MaterialCultures
13:43:31,13:43:33,JewishCoffins
13:44:29,13:45:50,ChalcolitePeriod
13:46:54,13:47:06,MaterialCultures
13:47:20,13:47:22,Phoenicians
13:47:22,13:47:24,CraftsAndArts
13:47:25,13:47:53,Phoenicians
13:48:23,13:51:19,CraftsAndArts
13:51:20,13:51:32,EverydayPottery
13:52:18,13:54:02,BurialTradition2
13:54:16,13:54:18,BuildingMethodsAndFacilities
13:54:18,13:54:24,CraftsAndArts
13:54:33,13:54:37,GlassOvenVessels
13:54:37,13:54:45,EverydayPottery
13:54:45,13:54:49,WoodenTools
13:55:33,13:57:37,WoodenTools
13:57:53,13:58:07,GlassOvenVessels
14:01:55,14:02:01,ChalcolitePeriod
14:02:01,14:02:03,MaterialCultures
14:04:37,14:08:19,MosaicfromSynagogue
14:08:36,14:09:58,StoneVesselsBowl
14:09:58,14:10:00,StairsToBathroom
14:12:32,14:13:53,ShipEntrance
14:13:54,14:18:32,ShipBack
14:19:03,14:19:06,ShipFront
14:19:10,14:19:23,ShipEntrance
14:20:21,14:20:31,ShipFront
14:20:36,14:20:39,ShipEntrance
14:20:49,14:20:53,ShipFront
14:21:08,14:21:17,BronzeTools
14:21:17,14:21:21,DuckBoxIvories
14:22:43,14:22:52,ShipEntrance
14:22:52,14:22:54,ShipFront
14:23:03,14:24:08,Pottery
14:24:37,14:24:44,ShipEntrance
14:24:44,14:24:48,StairsToBathroom

presentations 
13:11:36,13:11:41,EntranceReubenHecht,129,User,3,3
13:12:25,13:13:16,EntranceReubenHecht,128,System,5,3
13:13:36,13:14:24,SymbolsJewishMenorah,132,System,5,3
13:16:18,13:17:57,PersianCult,314,System,5,3
13:18:08,13:19:46,PersianCult,315,System,5,3
13:21:00,13:21:45,SymbolsJewishMenorah,132,System,5,3
13:24:33,13:25:34,JerusalemPhoto,137,System,5,3
13:30:10,13:31:15,MaterialCultures,165,System,5,3
13:31:29,13:31:36,MaterialCultures,165,User,5,3
13:31:44,13:31:51,MaterialCultures,165,User,5,3
13:34:03,13:35:00,ClayAmphorae,242,System,5,3
13:35:08,13:36:17,ClayAmphorae,241,System,5,3
13:36:22,13:37:31,ClayAmphorae,166,System,5,3
13:39:54,13:41:22,JewishCoffins,173,System,5,3
13:44:29,13:45:50,ChalcolitePeriod,248,System,5,3
13:49:28,13:50:18,CraftsAndArts,49,System,5,3
13:50:42,13:51:19,CraftsAndArts,48,System,5,3
13:52:41,13:53:31,BurialTradition2,98,System,5,3
13:55:33,13:56:27,WoodenTools,188,System,5,3
13:56:35,13:57:37,WoodenTools,187,System,5,3
14:04:54,14:05:50,MosaicfromSynagogue,149,System,5,3
14:06:07,14:07:05,MosaicfromSynagogue,150,System,5,3
14:07:13,14:08:19,MosaicfromSynagogue,148,System,5,3
14:12:39,14:13:53,ShipEntrance,162,System,5,3
14:14:09,14:15:29,ShipBack,65,System,5,3
14:15:34,14:16:57,ShipBack,66,System,5,3
14:17:13,14:18:32,ShipBack,65,System,5,3
14:23:17,14:24:01,Pottery,78,System,5,3

events 
13:11:14,chosenExhibit,40
13:12:23,chosenExhibit,39
13:13:28,chosenExhibit,41
13:15:51,chosenExhibit,93
13:20:29,chosenExhibit,41
13:24:20,chosenExhibit,44
13:24:28,chosenExhibit,44
13:25:56,chosenExhibit,91
13:29:26,chosenExhibit,40
13:30:06,chosenExhibit,91
13:30:06,return from screen
13:33:44,return from screen
13:33:44,chosenExhibit,52
13:38:45,chosenExhibit,62
13:39:05,chosenExhibit,56
13:39:05,return from screen
13:39:20,chosenExhibit,57
13:39:20,return from screen
13:39:36,chosenExhibit,62
13:44:14,chosenExhibit,46
13:44:14,return from screen
13:47:00,chosenExhibit,91
13:47:00,return from screen
13:47:29,chosenExhibit,89
13:47:29,return from screen
13:48:12,chosenExhibit,89
13:48:12,return from screen
13:49:19,chosenExhibit,35
13:52:27,chosenExhibit,25
13:54:52,chosenExhibit,68
14:04:41,chosenExhibit,67
14:08:54,chosenExhibit,66
14:08:54,return from screen
14:12:36,chosenExhibit,88
14:14:03,chosenExhibit,5
14:23:09,chosenExhibit,8
