
Positions 
13:16:32,13:16:58,EntranceReubenHecht
13:17:41,13:17:55,EntranceReubenHecht
13:18:31,13:19:19,SymbolsJewishMenorah
13:19:19,13:20:42,EntranceReubenHecht
13:20:42,13:21:01,SymbolsJewishMenorah
13:21:41,13:21:55,EntranceReubenHecht
13:21:55,13:22:52,SymbolsJewishMenorah
13:22:53,13:23:44,PersianCult
13:24:25,13:24:55,JerusalemPhoto
13:25:36,13:25:53,Phoenicians
13:27:41,13:27:56,CraftsAndArts
13:27:58,13:28:08,ImportedPottery
13:28:20,13:28:31,CraftsAndArts
13:28:39,13:28:52,ImportedPottery
13:29:38,13:29:45,PhoenicianWriting1
13:34:46,13:34:52,CraftsAndArts
13:37:50,13:37:56,CraftsAndArts
13:40:38,13:40:40,MosaicfromSynagogue
13:40:40,13:40:55,GlassOvenVessels
13:41:11,13:41:23,MosaicfromSynagogue
13:43:50,13:44:43,BronzeTools
13:46:47,13:47:05,MosaicfromSynagogue
13:47:32,13:47:38,ShipEntrance
13:47:56,13:48:35,ShipFront
13:48:38,13:48:40,ShipEntrance
13:48:40,13:49:08,ShipFront
13:49:10,13:49:51,Pottery
13:49:55,13:50:22,CarpenterTools
13:50:22,13:50:27,MaritimeArcheology
13:50:57,13:51:13,Pottery
13:51:21,13:51:29,ShipFront
13:51:37,13:51:40,ShipEntrance
13:53:13,13:53:30,DuckBoxIvories
13:54:17,13:54:20,ChalcolitePeriod
13:54:27,13:54:34,LeadCoffinMosaic
13:54:34,13:54:36,JewishCoffins
13:54:36,13:54:38,LeadCoffinMosaic
13:54:38,13:54:43,JewishCoffins
13:54:52,13:55:00,RomanDivinitiesStatuettes
13:55:02,13:55:21,MenorahJewishEpigraphy
13:55:44,13:55:46,RomanDivinitiesStatuettes
13:55:46,13:55:51,JewishCoffins
13:55:51,13:56:10,RomanDivinitiesStatuettes
13:56:11,13:56:16,JewishCoffins
13:56:16,13:56:50,RomanDivinitiesStatuettes
13:56:50,13:57:19,JewishCoffins
13:57:21,13:57:26,LeadCoffinMosaic
13:57:26,13:57:40,ChalcolitePeriod
13:57:50,13:58:01,PersianCult
13:58:01,13:58:09,SymbolsJewishMenorah
13:58:09,13:58:24,EntranceReubenHecht

presentations 
13:17:41,13:17:55,EntranceReubenHecht,128,User,3,-5
13:20:20,13:20:42,EntranceReubenHecht,129,User,3,-5
13:23:08,13:23:44,PersianCult,311,User,3,-5
13:37:50,13:37:56,CraftsAndArts,111,User,4,-5

events 
13:17:35,chosenExhibit,39
13:17:35,return from screen
13:18:52,chosenExhibit,41
13:18:52,return from screen
13:20:14,chosenExhibit,40
13:20:42,return from screen
13:23:02,chosenExhibit,92
13:37:16,chosenExhibit,33
13:37:17,return from screen
13:53:03,chosenExhibit,88
13:58:09,return from screen
