
Positions 
11:35:55,11:36:53,EntranceReubenHecht
11:37:45,11:38:10,SymbolsJewishMenorah
11:38:34,11:38:51,JerusalemPhoto
11:38:51,11:39:20,PersianCult
11:39:33,11:39:39,SymbolsJewishMenorah
11:40:25,11:40:31,PersianCult
11:41:31,11:41:35,JerusalemPhoto
11:41:43,11:42:01,MaterialCultures
11:42:13,11:42:24,Phoenicians
11:43:20,11:43:34,CraftsAndArts
11:43:34,11:43:38,EverydayPottery
11:43:38,11:44:52,ReligionAndCult
11:44:53,11:45:05,EverydayPottery
11:45:05,11:45:18,CraftsAndArts
11:45:47,11:45:51,EverydayPottery
11:45:51,11:46:55,CraftsAndArts
11:47:29,11:48:17,ImportedPottery
11:48:22,11:48:39,MaritimeCommerce
11:48:39,11:48:48,ImportedPottery
11:48:48,11:48:52,CraftsAndArts
11:48:52,11:48:56,BuildingMethodsAndFacilities
11:48:56,11:48:59,ReligionAndCult
11:49:01,11:49:05,PhoenicianWriting1
11:49:05,11:49:10,EverydayPottery
11:49:10,11:49:13,MaritimeCommerce
11:49:13,11:49:22,PhoenicianWriting1
11:49:22,11:49:26,EverydayPottery
11:49:29,11:49:31,ImportedPottery
11:49:31,11:49:46,EverydayPottery
11:49:46,11:49:51,BuildingMethodsAndFacilities
11:49:51,11:49:56,EverydayPottery
11:50:00,11:50:02,PhoenicianWriting1
11:50:02,11:50:06,EverydayPottery
11:50:25,11:50:29,PhoenicianWriting1
11:50:40,11:50:42,EverydayPottery
11:50:45,11:51:49,BuildingMethodsAndFacilities
11:51:51,11:52:20,BurialTradition2
11:52:20,11:52:24,PhoenicianWriting1
11:52:24,11:52:47,BurialTradition2
11:53:00,11:53:04,PhoenicianWriting1
11:53:47,11:53:59,PhoenicianWriting1
11:53:59,11:54:13,EverydayPottery
11:54:13,11:54:18,CraftsAndArts
11:54:18,11:54:21,ImportedPottery
11:54:21,11:54:30,MaritimeCommerce
11:54:30,11:54:41,ImportedPottery
11:54:41,11:54:48,MaritimeCommerce
11:54:48,11:54:52,EverydayPottery
11:55:01,11:55:03,ReligionAndCult
11:55:03,11:55:07,EverydayPottery
11:55:07,11:55:11,PhoenicianWriting1
11:55:11,11:55:30,WoodenTools
12:00:45,12:02:50,ShipEntrance
12:02:50,12:02:53,StoneVesselsBowl
