
Positions 
13:04:40,13:05:47,EntranceReubenHecht
13:06:16,13:06:29,SymbolsJewishMenorah
13:09:15,13:09:25,JerusalemPhoto
13:18:25,13:18:43,CanaaniteStelae
13:18:44,13:18:54,DuckBoxIvories
13:19:04,13:19:08,CanaaniteStelae
13:33:27,13:35:09,EntranceReubenHecht
13:35:09,13:35:12,BronzeTools
13:35:59,13:36:02,GlassOvenVessels

presentations 
13:05:01,13:05:05,EntranceReubenHecht,129,User,4,-5
13:33:33,13:33:43,EntranceReubenHecht,129,User,4,-5

events 
13:04:57,return from screen
13:04:57,chosenExhibit,40
13:05:11,open map
13:05:28,open map
13:05:35,return from screen
13:06:01,chosenExhibit,40
13:06:01,return from screen
13:06:08,open map
13:08:46,getDirections
13:10:01,open map
13:18:34,getDirections
13:18:34,return from screen
13:19:05,return from screen
13:33:29,return from screen
13:33:29,chosenExhibit,40
13:34:15,return from screen
13:35:09,open map
13:35:17,return from screen
13:35:59,return from screen
