
Positions 
12:45:53,12:45:56,EntranceReubenHecht
12:49:24,12:49:26,SymbolsJewishMenorah
12:49:26,12:51:06,EntranceReubenHecht
12:51:06,12:51:08,SymbolsJewishMenorah
12:51:08,12:51:12,EntranceReubenHecht
12:51:12,12:51:14,SymbolsJewishMenorah
12:51:14,12:51:51,EntranceReubenHecht
12:51:51,12:52:55,SymbolsJewishMenorah
12:52:56,12:53:01,EntranceReubenHecht
12:53:01,12:56:08,SymbolsJewishMenorah
12:56:08,12:56:19,PersianCult
12:56:19,12:56:24,JerusalemPhoto
12:56:24,12:56:26,PersianCult
12:56:26,12:56:30,JerusalemPhoto
12:56:30,12:57:15,PersianCult
12:57:15,12:57:21,JerusalemPhoto
12:57:21,12:57:24,PersianCult
12:57:24,12:57:31,JerusalemPhoto
12:57:31,12:57:36,PersianCult
12:57:36,12:57:45,JerusalemPhoto
12:57:46,12:58:12,SymbolsJewishMenorah
13:00:40,13:00:48,PersianCult
13:02:15,13:07:59,PersianCult
13:08:12,13:08:15,JerusalemPhoto
13:08:15,13:08:26,PersianCult
13:08:39,13:08:53,JerusalemPhoto
13:08:53,13:08:55,PersianCult
13:08:55,13:09:14,JerusalemPhoto
13:10:31,13:10:36,PersianCult
13:10:36,13:12:51,JerusalemPhoto
13:13:48,13:14:01,MaterialCultures
13:14:01,13:14:12,JerusalemPhoto
13:14:29,13:15:02,MaterialCultures
13:15:02,13:15:27,Phoenicians
13:15:27,13:15:34,MaterialCultures
13:15:37,13:15:43,Phoenicians
13:17:28,13:18:50,Phoenicians
13:21:40,13:21:46,ReligionAndCult
13:21:46,13:21:48,GlassOvenVessels
13:21:59,13:22:55,ReligionAndCult
13:24:01,13:24:08,Phoenicians
13:25:04,13:25:21,GlassOvenVessels
13:25:21,13:25:29,ReligionAndCult
13:25:34,13:25:42,GlassOvenVessels
13:25:43,13:25:45,MaritimeCommerce
13:25:45,13:25:47,ReligionAndCult
13:25:47,13:25:49,MaritimeCommerce
13:25:55,13:25:57,CraftsAndArts
13:25:57,13:26:13,ReligionAndCult
13:26:15,13:26:29,CraftsAndArts
13:26:49,13:27:01,ReligionAndCult
13:27:01,13:27:03,EverydayPottery
13:27:03,13:27:47,ReligionAndCult
13:27:55,13:28:13,PhoenicianWriting1
13:28:13,13:28:18,ReligionAndCult
13:28:28,13:28:35,PhoenicianWriting1
13:29:12,13:29:49,ReligionAndCult
13:30:02,13:30:05,BuildingMethodsAndFacilities
13:30:05,13:30:51,PhoenicianWriting1
13:30:51,13:30:54,EverydayPottery
13:30:54,13:30:56,ReligionAndCult
13:30:56,13:31:04,CraftsAndArts
13:31:11,13:31:13,EverydayPottery
13:31:13,13:31:39,WoodenTools
13:35:25,13:35:30,ShipEntrance
13:35:30,13:35:39,ShipFront
13:35:39,13:35:42,ShipEntrance
13:35:42,13:35:45,ShipFront
13:35:45,13:35:47,ShipEntrance
13:35:57,13:36:24,ShipFront
13:37:11,13:37:13,Pottery
13:37:13,13:37:15,ShipFront
13:37:16,13:37:27,ShipBack
13:37:27,13:37:33,Pottery
13:37:35,13:37:37,ShipBack
13:37:37,13:38:11,Pottery
13:38:24,13:38:34,ShipBack
13:38:34,13:39:17,ShipFront
13:40:18,13:40:20,ShipBack
13:40:20,13:41:22,Pottery
13:41:29,13:41:31,MaritimeArcheology
13:41:31,13:41:52,Pottery
13:41:52,13:42:01,MaritimeArcheology
13:42:02,13:42:05,Pottery
13:42:05,13:42:16,MaritimeArcheology
13:42:26,13:42:28,CarpenterTools
13:42:29,13:42:33,Pottery
13:42:33,13:42:38,MaritimeArcheology
13:42:38,13:42:41,Pottery
13:42:41,13:42:45,MaritimeArcheology
13:42:57,13:42:59,CarpenterTools
13:43:00,13:43:29,MaritimeArcheology
13:43:29,13:43:41,CarpenterTools
13:43:41,13:44:05,Pottery
13:44:05,13:44:13,ShipBack
13:44:25,13:44:36,ShipEntrance
13:45:26,13:45:29,BronzeTools
13:45:29,13:45:35,EntranceGallileeRebellion
13:45:41,13:45:49,DuckBoxIvories
13:45:57,13:46:06,MuseumMotto
13:46:43,13:46:57,PersianCult
13:46:58,13:47:02,EntranceReubenHecht
13:47:02,13:47:16,SymbolsJewishMenorah
13:47:16,13:47:29,EntranceReubenHecht

presentations 
12:52:09,12:52:55,SymbolsJewishMenorah,130,System,5,-3
12:53:11,12:53:56,SymbolsJewishMenorah,130,System,5,-3
12:54:01,12:54:44,SymbolsJewishMenorah,131,System,5,-3
12:54:50,12:55:36,SymbolsJewishMenorah,132,System,5,-3
13:02:15,13:03:43,PersianCult,310,System,5,-3
13:03:48,13:05:08,PersianCult,311,System,5,-3
13:05:32,13:06:45,PersianCult,312,System,5,-3
13:06:55,13:07:59,PersianCult,313,System,5,-3
13:10:56,13:11:55,JerusalemPhoto,137,System,3,-3
13:12:06,13:12:51,JerusalemPhoto,138,System,3,-3
13:17:28,13:18:50,Phoenicians,163,System,5,-3

events 
12:47:53,chosenExhibit,40
12:47:53,return from screen
12:48:20,lookTour
12:48:45,return from screen
12:48:45,getDirections
12:49:31,chosenExhibit,39
12:52:04,chosenExhibit,41
12:53:09,chosenExhibit,41
12:53:09,return from screen
13:02:09,chosenExhibit,92
13:10:50,chosenExhibit,44
13:17:21,chosenExhibit,89
13:45:08,chosenExhibit,88
13:47:16,return from screen
