
Positions 
13:37:37,13:39:55,SymbolsJewishMenorah
13:40:10,13:40:12,PersianCult
13:40:12,13:41:13,SymbolsJewishMenorah
13:41:54,13:41:57,PersianCult
13:43:14,13:43:17,SymbolsJewishMenorah
13:43:37,13:43:42,JerusalemPhoto
13:43:42,13:43:45,MaterialCultures
13:43:51,13:43:55,JerusalemPhoto
13:43:55,13:44:06,MaterialCultures
13:44:09,13:44:12,Phoenicians
13:44:12,13:44:18,MaterialCultures
13:44:18,13:44:22,Phoenicians
13:44:24,13:44:31,MaterialCultures
13:44:31,13:44:33,Phoenicians
13:44:33,13:44:36,MaterialCultures
13:44:39,13:44:42,Phoenicians
13:46:28,13:46:37,MaterialCultures
13:46:37,13:46:43,JerusalemPhoto
13:47:08,13:47:20,MaterialCultures
13:47:20,13:47:24,MuseumMotto
13:48:25,13:48:29,LeadCoffinMosaic
13:48:29,13:48:33,JewishCoffins
13:48:33,13:48:38,RomanDivinitiesStatuettes
13:48:38,13:48:53,LeadCoffinMosaic
13:49:12,13:49:14,JewishCoffins
13:49:14,13:49:29,RomanDivinitiesStatuettes
13:49:54,13:49:56,JewishCoffins
13:49:56,13:51:50,RomanDivinitiesStatuettes
13:51:50,13:51:56,JewishCoffins
13:51:56,13:51:59,RomanDivinitiesStatuettes
13:52:05,13:52:14,JewishCoffins
13:52:21,13:52:24,MenorahJewishEpigraphy
13:52:24,13:52:26,JewishCoffins
13:52:26,13:52:41,MenorahJewishEpigraphy
13:52:41,13:52:43,JewishCoffins
13:52:43,13:52:46,MenorahJewishEpigraphy
13:52:46,13:52:50,JewishCoffins
13:53:49,13:53:58,MenorahJewishEpigraphy
13:54:48,13:54:50,JewishCoffins
13:54:50,13:54:52,Anthropoids
13:54:54,13:56:24,MenorahJewishEpigraphy
13:57:46,13:57:53,JewishCoffins
13:58:47,13:58:51,Anthropoids
13:58:57,13:59:00,JewishCoffins
13:59:00,13:59:07,MenorahJewishEpigraphy
13:59:28,13:59:36,RomanDivinitiesStatuettes
13:59:40,14:01:15,JewishCoffins
14:01:16,14:04:12,LeadCoffinMosaic
14:04:53,14:05:00,AnimalModels
14:06:38,14:06:41,IvoryWomanPhoenician
14:07:01,14:07:04,DuckBoxIvories
14:07:04,14:07:12,CanaaniteStelae
14:07:12,14:07:15,DuckBoxIvories
14:08:16,14:08:31,CanaaniteStelae
14:08:38,14:08:40,DuckBoxIvories
14:09:00,14:09:02,CanaaniteStelae
14:09:02,14:09:26,DuckBoxIvories
14:09:26,14:10:18,CanaaniteStelae
14:10:18,14:10:58,DuckBoxIvories
14:10:58,14:11:03,EntranceGallileeRebellion

presentations 
13:37:37,13:38:06,SymbolsJewishMenorah,130,User,1,2
13:38:10,13:39:02,SymbolsJewishMenorah,130,User,1,2
13:39:07,13:39:55,SymbolsJewishMenorah,131,System,5,2
13:50:02,13:50:58,RomanDivinitiesStatuettes,208,System,5,2
13:55:08,13:56:24,MenorahJewishEpigraphy,230,System,5,2
13:59:54,14:01:15,JewishCoffins,169,System,5,2
14:01:29,14:02:26,LeadCoffinMosaic,195,System,5,2
14:02:33,14:03:24,LeadCoffinMosaic,197,System,5,2

events 
13:49:58,chosenExhibit,56
13:55:05,chosenExhibit,59
13:59:52,chosenExhibit,62
14:01:24,chosenExhibit,63
