
Positions 
11:45:04,11:45:08,EntranceReubenHecht
11:48:10,11:48:17,SymbolsJewishMenorah
11:50:56,11:51:00,PersianCult
11:54:40,11:54:42,JerusalemPhoto
11:54:42,11:55:15,PersianCult
11:55:42,11:55:47,JerusalemPhoto
11:56:10,11:56:32,MaterialCultures
11:56:50,11:56:57,MuseumMotto
11:57:07,11:57:09,LeadCoffinMosaic
11:57:39,11:57:41,JewishCoffins
11:58:26,11:58:28,Anthropoids
11:59:13,11:59:17,JewishCoffins
11:59:17,11:59:19,RomanDivinitiesStatuettes

presentations 

events 
11:48:10,open map
11:49:49,lookTour
11:52:19,open map
11:57:58,getDirections
11:59:25,chosenExhibit,56
11:59:25,return from screen
12:04:17,open map
12:04:27,lookTour
12:06:22,getDirections
12:06:23,open map
12:09:12,lookTour
12:12:42,getDirections
12:12:42,lookTour
12:12:55,open map
12:21:04,return from screen
12:23:25,lookTour
12:29:28,open map
12:29:28,getDirections
12:29:33,open map
12:29:43,open map
12:29:43,return from screen
12:34:03,open map
12:34:07,lookTour
12:34:13,getDirections
12:34:13,open map
12:52:05,open map
12:52:21,lookTour
